Combined Vectors
14031
15388
15362
18441
12807
12622
17736
15420
15120
16852
16281
19503
16148
18579
12045
13736
10534
15032
15006
13180
17483
19723
19895
14072
16595
16315
17375
16579
13931
16716
18899
19740
17651
15528
20211
19461
18556
11615
12768
12039
16055
12645
12255
16016
18028
18103
18323
15528
15724
17388
16662
14760
15563
17240
19003
17367
15412
17724
15395
19447
11663
13331
11782
16835
13951
17452
13955
20211
19425
18837
15092
13627
15380
17315
17103
10771
20552
19771
21164
17831
14660
14466
22387
14596
13926
11123
14132
15671
16077
17859
15931
18776
19680
17292
15847
16003
17324
17018
14360
12252
19664
15463
19248
16859
17343
12383
18460
13160
15204
14888
15092
15483
14596
16212
18899
19860
17511
15915
16591
22844
14311
15956
12843
18003
17220
19652
15500
17420
14132
16552
15976
14323
13076
18556
18284
18139
19784
15383
21764
17680
17831
14975
17245
14572
19595
13722
19411
16208
19683
17668
15278
12567
13131
13219
12528
11963
14636
21663
16367
20343
15829
18636
18792
19992
11391
15578
12882
15175
13539
18148
18611
19923
19776
16163
14468
12356
16772
14047
12936
14775
15836
21131
17256
16504
16787
19855
14591
14756
11835
17096
16691
15115
17120
14776
19763
19535
17519
14979
15956
11491
16212
13748
15544
15174
18771
18076
17980
15819
16432
17004
16183
13271
16292
15139
19100
14957
15627
16324
15323
18478
12244
13669
14535
17855
15259
14808
14964
19484
17767
18152
14944
18455
16759
19951
13163
17078
14694
15941
18252
15803
15380
13034
20387
15664
14143
13411
18019
20255
14624
15706
16823
21766
23204
16551
17695
14204
15483
14936
10318
14103
16076
19912
14095
12615
16301
18364
18316
9599
14787
15440
17988
17931
14924
13983
19811
16669
17931
16012
14983
18688
17019
14236
13092
19144
14248
21739
9761
17615
15792
17116
12515
13071
10257
15243
16706
15605
17287
16024
19707
16275
17917
15036
20524
13301
17647
12460
16083
17892
17195
12075
16520
16500
19304
13743
14635
13840
14092
16864
15160
19331
13623
18038
18116
17499
13704
12940
15132
17269
15624
13051
16023
20052
15731
16891
16030
15492
15668
13264
13144
16859
14512
15440
17112
18776
20767
18772
15084
17031
13647
18343
12899
15692
11283
13913
17720
20172
17539
13824
16676
14720
21300
11992
14652
14668
15292
15908
20195
18899
18947
15168
20073
13284
16595
13886
17832
12968
18262
16576
18869
16708
14931
15008
15168
12383
16552
13839
14180
16767
16056
20348
17440
18951
16203
20380
11408
17166
14572
17534
16735
12736
16936
19160
19067
15167
11796
15808
16563
19219
14191
11662
21806
17005
19992
12499
16995
15356
20336
14588
11140
16387
12843
16928
17067
14995
16603
19095
18820
14141
17196
16768
16284
15669
12876
18531
19619
20063
16894
15979
16592
17652
17404
13380
9433
14939
13876
17175
14435
18827
16844
18291
16295
15147
15411
19227
13331
19496
12763
21696
17751
16435
14647
17807
15876
19743
13587
10641
13501
14151
21971
14775
16800
17224
18872
16452
15503
14067
14844
17752
17760
13203
16692
15528
20656
17184
16055
19327
12895
13110
14438
17508
15004
18124
17800
17511
20883
14496
17511
13511
14563
16727
14907
17996
16650
13232
15037
21412
18907
18148
15819
18183
12622
19403
11460
14884
13658
22371
16304
17947
16707
14058
15132
13708
12520
14228
18156
13692
16770
15419
18692
17516
13388
12901
15720
15196
16532
14852
13136
13044
18976
17051
20692
12284
17036
16127
13942
15132
13716
14691
15758
19164
16774
16087
17499
17776
17504
12599
16132
15243
16179
13490
10942
19107
17630
16295
15035
16805
16941
16572
15820
17531
11872
18007
15968
23725
12139
20132
17955
17108
12720
16188
17399
15607
13503
14052
15529
16680
19724
14480
18476
14279
19059
11696
16104
12089
18120
17796
16460
15998
17371
17196
19752
15707
15795
14431
14290
17608
11029
17468
14528
18500
16262
16996
14647
18123
14780
18287
13360
18123
18800
15812
14528
18051
15811
17270
13731
10699
14500
14899
15451
14236
13983
19076
17960
16431
16324
18872
17443
17555
13335
14885
17376
18139
17740
13900
16298
14110
19211
17292
15171
10404
16387
12738
16459
15463
20452
20881
18903
15508
16131
15899
17275
16711
16144
16772
22144
15912
14879
17515
15732
17608
12044
14932
10295
16187
14235
16364
14839
16703
17847
19788
15316
17652
12703
15763
13930
17844
13745
15569
19824
15051
21200
14191
17604
19379
15604
9556
15066
12093
14616
15587
19259
18454
21159
17335
21044
14448
13939
13436
16244
16619
14951
18411
18463
17186
15456
14651
17355
13891
15167
12065
15376
16731
16495
18216
18036
15452
19455
16500
15703
16387
15132
14336
14576
17070
15675
19468
16839
18071
12555
14599
14336
17923
15151
15693
14763
20380
17056
17416
14587
15064
18236
17888
15201
11926
20911
14796
20220
14035
20659
18575
18303
12916
12974
13256
17932
12275
15043
13406
18888
18995
16660
16445
16379
18708
14481
18011
12064
19394
17192
18028
17148
14651
19275
19608
14584
14924
14659
15080
7748
16864
12947
18507
20216
16935
15484
17288
20036
20564
13994
14443
16096
18803
16974
16467
15992
18367
14415
14403
11619
13431
15227
13391
15876
12379
16277
17195
20564
14763
17907
16695
20196
13252
13935
12598
18067
17463
18476
15487
18331
18048
14381
14208
13052
15992
13047
18783
14288
17800
14903
19855
17084
15467
14503
19675
18515
15056
15620
14839
17247
18075
17111
17894
16708
16628
15824
12651
10999
14205
14402
16539
13931
18092
19807
17409
12972
17598
18924
16183
15131
12956
17895
15724
16271
14928
14711
13539
16803
14379
18088
10918
15507
15228
18203
13307
21167
17467
19367
15825
15231
17800
15419
15972
14171
17294
