Combined Vectors
17191
10950
14372
17160
18535
19551
14067
15542
20512
18278
14999
18020
15580
16780
13023
16836
13686
17242
17048
18276
15964
17328
17982
14148
17220
14075
15032
17068
16836
14875
18289
18448
20140
16496
15523
16551
18052
16051
14211
12718
16119
19508
16360
16884
16196
16519
13352
18764
15767
15251
14339
17468
16731
21888
16795
18211
19971
17516
13439
13755
18320
14139
15503
9720
19004
18348
20392
14607
15142
17919
19695
15707
15027
13192
16344
18280
21603
17099
13151
19507
19011
12655
12671
16305
12003
14419
14640
20332
15296
20558
15979
17663
14744
16703
15567
16783
14355
13568
19725
22735
18856
13800
13747
15667
16587
17918
16411
10357
16163
12627
18501
17819
18864
17394
16212
17903
14972
14972
17998
15772
14543
16196
20435
18363
16795
13752
14399
21651
16867
16491
7453
15134
15540
14477
14844
14319
17166
18817
18320
18496
14507
14888
13784
19228
17176
19744
20172
16371
22795
13987
19239
13200
19043
8075
12892
11908
16311
20879
14562
12760
15200
19223
14563
16491
11828
18867
18199
16064
18231
18471
15447
23172
14452
18488
15087
14656
13468
14070
14540
18443
18799
13739
18268
15536
19988
16384
15024
15566
16619
15331
14971
16812
15133
12866
19287
20423
19297
12479
10384
16775
15015
14574
13127
15407
15540
15689
16656
21188
16405
16780
15536
14232
18275
16503
17492
15260
13491
16358
19243
17356
18649
14748
14401
16671
16195
13712
15268
12171
19724
16352
15756
18424
16846
16055
13382
14928
14631
17996
16003
17380
15067
19919
18918
20291
13988
13501
14269
19301
15299
13668
11696
19291
16165
15224
16847
16867
18240
14896
17839
13377
17540
14131
16148
15947
19335
14192
16364
13808
12655
12354
17620
13563
16892
14315
13352
19172
19307
15788
14683
18925
16744
18727
13696
15444
13960
20227
17223
21376
16132
15311
16743
16069
17551
16083
16495
16353
15840
14032
17115
15712
18155
17035
14577
17286
17604
16691
16990
12715
19316
17140
15798
17212
17371
18432
16000
20376
14859
13447
11924
16660
15583
14659
14768
16192
18920
13996
17792
17531
17099
16151
15932
11723
15319
20099
16359
13231
15879
15861
18971
16180
13273
12927
13583
16608
16540
18667
11169
20267
17115
17631
17044
17747
14543
16520
14135
17336
16720
17828
18636
19356
15879
16115
18004
13792
11856
13264
15784
13967
18579
13471
19155
18324
20144
15267
16252
14070
18276
16764
16463
13399
18392
19780
15892
18611
15052
14596
14775
17571
9035
17091
11087
14907
12891
18332
16024
18868
16995
15855
13602
16031
16659
15779
18691
12868
14778
20967
20292
16636
17092
12621
17707
12914
16136
11100
18675
14203
17484
15952
17735
20080
18260
13784
14915
18487
11875
16836
13092
15303
19268
19703
17900
17719
11708
16215
11910
17147
12115
13216
16152
18899
17291
15860
15756
15403
20159
15146
16108
14176
15360
14331
14752
16255
19568
18511
16756
14783
15804
15571
16408
14080
10608
15699
16404
17284
14196
17695
15331
17523
16378
17261
12559
14525
16004
16451
19315
16107
20108
16315
14312
15947
16352
13012
13091
13764
13939
14239
18200
17687
20156
12804
17591
21572
15307
14355
13494
17591
15568
20208
14764
17171
12516
18427
15804
13639
14644
15887
13420
14464
16027
20652
20431
16695
17816
19524
17104
15891
16040
11967
17475
14959
16916
13572
18876
16915
20551
14484
15404
10335
13883
15157
14592
17132
15044
16787
21943
19916
14847
17892
15859
17742
13616
13371
13428
15028
16552
17036
11979
19548
17304
15183
13355
12359
15322
14972
17092
12486
18245
17851
23528
18519
17211
13403
17464
15779
13691
14548
16988
20075
16631
19164
17280
17348
17972
16876
12022
14528
14243
14186
15645
15348
14192
18803
17676
18002
14929
15716
16671
18400
17676
12259
16443
12336
17072
16367
19715
16919
19091
13780
13319
14132
12788
16248
18115
14745
16150
20188
19236
17015
15995
17243
15692
18243
10833
15939
12939
19964
14597
19360
13368
14288
14403
11684
16284
14560
18435
14672
17387
16774
20360
19899
18169
15480
15267
14623
18319
14678
14259
14404
17819
16431
17859
17644
13547
16532
14345
20232
14351
17359
13116
18534
16743
16406
16071
18519
16363
13966
17060
13512
16279
15203
17204
14252
22483
16792
17052
13288
15451
15691
17704
12635
11276
15884
18916
18147
17660
15896
15809
18960
17516
14571
15211
16016
12636
18403
12429
18463
16736
19292
15032
14919
15792
18406
16799
10019
16532
16259
19687
15476
17778
17596
21788
18368
17244
12663
12592
15811
17620
11844
17580
16364
18087
15108
14962
15043
15860
18127
15332
14415
10921
18084
17204
18364
17224
17836
20212
19347
13204
13987
14648
14566
17876
15026
13514
15100
18245
16064
14856
16736
17668
14677
15534
15080
17915
15968
19348
17796
17464
18254
18440
20220
13631
12591
14923
18219
13881
19128
15931
16105
18931
19324
16263
12931
13111
19347
14987
14244
16223
18879
18412
17167
19527
18012
18820
15220
15923
11204
17376
14859
15727
11090
14668
16584
19100
16331
12433
14500
15916
13403
16795
16091
13096
18524
19315
20900
17780
